consultancy_name,state,area_district,students_applied,successful_applications,consultancy_fee_inr,commission_fee_inr,total_fee_inr,rating,reviews,primary_country,us_applications_pct,uk_applications_pct,germany_applications_pct
Global Education,Himachal Pradesh,Manali,2538,1892,73000,3650,76650,3.7,4263,US,67,26,7
Future Solutions,West Bengal,Howrah,4064,3767,34000,1700,35700,4.4,4738,US,80,8,12
Elite Ventures,Tripura,Kailashahar,4179,3965,32000,1600,33600,4.9,481,Germany,12,12,76
Horizon Solutions,Jammu and Kashmir,Jammu,3524,3251,17000,850,17850,3.4,497,Germany,10,21,69
Vision Consultants,Assam,Tezpur,3074,2910,22000,1100,23100,3.7,95,Germany,12,18,70
Apex Consultants,Uttar Pradesh,Kanpur,125,110,22000,1100,23100,4.6,2831,US,51,44,5
Gateway Experts,Uttar Pradesh,Agra,2233,2056,46000,2300,48300,4.5,125,UK,25,46,29
Path Pathways,Uttarakhand,Rishikesh,740,464,41000,2050,43050,4.3,2806,UK,18,51,31
Pioneer Consultants,Uttarakhand,Dehradun,4104,2692,40000,2000,42000,3.9,4227,Germany,18,35,47
Summit Consultants,Goa,North Goa,3492,3237,29000,1450,30450,4,3550,US,52,7,41
Study Consultants,Mizoram,Aizawl,1754,1524,49000,2450,51450,3.6,1130,Germany,37,6,57
Summit Pathways,Assam,Jorhat,1697,1073,61000,3050,64050,3.7,4786,US,58,33,9
Gateway Services,Kerala,Thrissur,2390,1508,53000,2650,55650,3.9,849,Germany,16,6,78
Premier Consultants,West Bengal,Kolkata,595,515,68000,3400,71400,4.5,1446,US,64,9,27
Gateway Guidance International,Jharkhand,Dhanbad,4333,2864,34000,1700,35700,4.2,182,Germany,22,28,50
Edu Advisors,Himachal Pradesh,Mandi,2420,2069,50000,2500,52500,3.3,2929,UK,14,49,37
Premier Solutions,Rajasthan,Bikaner,270,237,60000,3000,63000,3.4,4668,UK,32,60,8
Pinnacle Advisors International,Goa,Panaji,4474,4010,53000,2650,55650,3.1,943,Germany,5,24,71
Apex Education,Uttarakhand,Haldwani,2319,2167,36000,1800,37800,3.8,3767,UK,8,72,20
Pioneer Education,Odisha,Sambalpur,4270,3865,43000,2150,45150,4.5,805,Germany,15,7,78
Overseas Solutions,Himachal Pradesh,Mandi,3197,2110,66000,3300,69300,3.3,3851,Germany,11,16,73
Gateway Experts,Punjab,Jalandhar,3424,2716,40000,2000,42000,3.4,3159,Germany,22,7,71
Study Experts,Kerala,Thiruvananthapuram,2951,2447,14000,700,14700,3.1,4554,US,76,8,16
Gateway Experts India,Andhra Pradesh,Vijayawada,1038,668,29000,1450,30450,4.5,4870,UK,9,79,12
Vision Education,Gujarat,Gandhinagar,1538,1073,67000,3350,70350,3.3,2051,UK,15,72,13
Edu Solutions,Jammu and Kashmir,Baramulla,4083,3202,28000,1400,29400,4.8,3539,UK,43,52,5
Pioneer Group,Madhya Pradesh,Jabalpur,3941,3274,50000,2500,52500,4.3,3403,UK,18,72,10
Future Advisors India,Chhattisgarh,Raipur,973,742,54000,2700,56700,4,2766,Germany,7,25,68
Edu Ventures,Maharashtra,Nashik,1456,970,31000,1550,32550,4.8,3455,Germany,32,22,46
Apex Guidance,Arunachal Pradesh,Pasighat,4940,3154,51000,2550,53550,4.9,3524,Germany,24,7,69
Elite Solutions,Delhi,Saket,1649,1117,56000,2800,58800,4.7,1953,UK,10,54,36
Study Mentors,Gujarat,Ahmedabad,2794,2518,23000,1150,24150,4.8,4862,Germany,29,26,45
Future Consultants International,Himachal Pradesh,Solan,4275,3607,32000,1600,33600,3.2,4718,Germany,31,12,57
Premier Ventures,Meghalaya,Nongpoh,769,576,71000,3550,74550,4.5,3647,UK,7,75,18
Overseas Services,Assam,Jorhat,2807,1896,50000,2500,52500,4.4,928,Germany,14,13,73
Horizon Pathways,Mizoram,Lunglei,3684,2596,38000,1900,39900,3.8,4372,UK,35,54,11
Premier Pathways,Andhra Pradesh,Guntur,1647,1107,59000,2950,61950,3.9,3534,Germany,20,24,56
Future Group,Nagaland,Wokha,2666,1893,18000,900,18900,3.7,1305,UK,15,56,29
Edu Education,Assam,Guwahati,536,323,29000,1450,30450,4,2258,UK,11,76,13
Premier Mentors,Punjab,Amritsar,1178,1039,46000,2300,48300,3.7,4052,Germany,11,11,78
Study Ventures,Jharkhand,Bokaro,1171,892,24000,1200,25200,4.1,160,Germany,14,7,79
Gateway Pathways,Uttar Pradesh,Lucknow,4898,3991,73000,3650,76650,5,2534,UK,5,79,16
Gateway Pathways,Mizoram,Champhai,3549,3079,18000,900,18900,4.6,1738,UK,18,67,15
Apex Guidance,Bihar,Patna,4562,3623,12000,600,12600,4.3,636,US,68,21,11
Vision Mentors,Uttar Pradesh,Noida,2606,2306,42000,2100,44100,3,1259,Germany,6,18,76
Horizon Solutions,Andhra Pradesh,Visakhapatnam,3284,2449,39000,1950,40950,3.1,842,US,56,19,25
Overseas Experts,Uttar Pradesh,Prayagraj,4150,3472,25000,1250,26250,4.3,4452,UK,23,53,24
Elite Education India,Odisha,Bhubaneswar,3768,3354,73000,3650,76650,3.9,4770,US,54,6,40
Future Mentors,Manipur,Imphal,4190,3261,61000,3050,64050,4.2,4576,Germany,15,19,66
Pioneer Group,Bihar,Muzaffarpur,2479,1985,73000,3650,76650,3,4377,Germany,20,9,71
Horizon Mentors,Goa,Vasco da Gama,786,487,63000,3150,66150,3.3,3134,US,60,10,30
Pinnacle Guidance,Goa,Vasco da Gama,2791,2021,61000,3050,64050,3.9,2145,US,48,6,46
Overseas Consultants India,Jharkhand,Bokaro,3808,3377,28000,1400,29400,4.8,3971,Germany,5,18,77
Global Group,Jammu and Kashmir,Kathua,1353,847,62000,3100,65100,4,2220,US,78,5,17
Edu Solutions,Tamil Nadu,Coimbatore,4987,3456,53000,2650,55650,5,3794,Germany,34,8,58
Vision Advisors,Chhattisgarh,Korba,4345,2758,72000,3600,75600,3.6,2992,Germany,6,25,69
Overseas Solutions,Jammu and Kashmir,Kathua,2065,1432,65000,3250,68250,4.3,504,UK,11,74,15
Summit Ventures,Arunachal Pradesh,Itanagar,866,584,24000,1200,25200,3.4,3830,Germany,5,18,77
Edu Solutions,Tamil Nadu,Chennai,4074,3678,49000,2450,51450,4.4,3512,Germany,13,38,49
Overseas Pathways,Telangana,Khammam,3966,2670,50000,2500,52500,3.5,4067,US,59,16,25
Premier Solutions,Nagaland,Wokha,2982,1903,26000,1300,27300,4.4,942,UK,12,77,11
Future Group International,Karnataka,Mangaluru,1907,1767,28000,1400,29400,4,2870,Germany,9,13,78
Future Group,Tamil Nadu,Madurai,4843,3378,26000,1300,27300,4.9,980,US,49,40,11
Study Guidance,Bihar,Darbhanga,1181,844,37000,1850,38850,4.9,4925,Germany,8,18,74
Elite Education,Telangana,Warangal,3162,2718,12000,600,12600,4.8,4679,Germany,9,24,67
Premier Guidance,Madhya Pradesh,Indore,2289,1688,72000,3600,75600,4.4,13,US,75,18,7
Global Advisors,Odisha,Sambalpur,4823,4134,54000,2700,56700,4.5,3678,Germany,34,9,57
Edu Experts,Jharkhand,Dhanbad,4852,3957,40000,2000,42000,4.2,1496,US,61,32,7
Elite Group,West Bengal,Howrah,4127,2625,61000,3050,64050,4.9,137,Germany,14,12,74
Elite Services Global,Rajasthan,Bikaner,2105,1458,73000,3650,76650,4,1618,UK,6,52,42
Pioneer Mentors Network,Gujarat,Gandhinagar,1379,1077,66000,3300,69300,3.7,2658,US,66,9,25
Overseas Advisors,Odisha,Sambalpur,3116,1936,51000,2550,53550,4.1,320,Germany,5,18,77
Pinnacle Group,Bihar,Gaya,2414,2017,28000,1400,29400,3.1,2900,US,64,17,19
Overseas Pathways,Jharkhand,Jamshedpur,2022,1335,43000,2150,45150,3.2,3941,Germany,9,44,47
Future Pathways,Uttar Pradesh,Agra,1615,1166,24000,1200,25200,4.4,2031,US,70,9,21
Vision Pathways,Rajasthan,Udaipur,1038,782,47000,2350,49350,3,3253,Germany,17,22,61
Premier Guidance,Karnataka,Mysuru,3370,2324,10000,500,10500,4.7,268,US,49,31,20
Elite Mentors,Telangana,Khammam,203,130,67000,3350,70350,4.3,4407,UK,44,47,9
Apex Services,Uttarakhand,Roorkee,2482,1980,27000,1350,28350,3.1,3377,UK,12,77,11
Overseas Group,Himachal Pradesh,Mandi,2890,2540,13000,650,13650,4.6,691,Germany,24,16,60
Study Ventures,Kerala,Kollam,4033,3502,57000,2850,59850,4.8,1670,US,70,5,25
Premier Guidance,Kerala,Thrissur,4680,3223,62000,3100,65100,3.7,2699,UK,7,76,17
Vision Services International,Tamil Nadu,Chennai,2492,1666,28000,1400,29400,4,3146,UK,6,58,36
Path Advisors,Rajasthan,Kota,532,440,58000,2900,60900,4.2,4871,Germany,11,31,58
Global Pathways,Delhi,Vasant Kunj,2119,1826,68000,3400,71400,3.5,1090,Germany,37,5,58
Study Solutions,Punjab,Jalandhar,2900,1864,39000,1950,40950,3.5,1038,Germany,27,9,64
Global Group,Bihar,Gaya,2255,2014,67000,3350,70350,3.4,2888,US,46,14,40
Summit Guidance,Nagaland,Kohima,4012,3596,54000,2700,56700,3.7,2580,UK,28,58,14
Global Services,Goa,Vasco da Gama,115,102,27000,1350,28350,4.7,1985,UK,12,78,10
Summit Mentors,Tamil Nadu,Salem,394,292,42000,2100,44100,4.3,4622,US,73,11,16
Future Pathways International,Meghalaya,Shillong,2926,2056,46000,2300,48300,4.1,3775,UK,20,47,33
Apex Advisors,Meghalaya,Nongpoh,3047,1853,67000,3350,70350,3.4,3750,UK,13,80,7
Global Consultants,Delhi,Dwarka,3325,2368,68000,3400,71400,3,24,US,60,33,7
Apex Services,Meghalaya,Nongpoh,1398,1016,32000,1600,33600,3.3,399,Germany,38,7,55
Future Consultants,Telangana,Karimnagar,1976,1482,51000,2550,53550,4.7,982,Germany,14,28,58
Summit Consultants India,Karnataka,Bengaluru,3772,3234,46000,2300,48300,4,4428,UK,10,56,34
Global Mentors,Punjab,Ludhiana,4297,3073,72000,3600,75600,4,2925,US,60,12,28
Overseas Group,Jharkhand,Jamshedpur,4015,3468,51000,2550,53550,4.5,1378,UK,24,54,22
Study Consultants India,Odisha,Rourkela,2219,1906,69000,3450,72450,3.6,2147,Germany,32,5,63
Global Mentors,Maharashtra,Nagpur,3448,2665,26000,1300,27300,4.3,292,UK,15,77,8
Future Solutions,Andhra Pradesh,Tirupati,4941,4125,67000,3350,70350,4.5,2505,US,53,31,16
Summit Ventures India,Jharkhand,Deoghar,2683,1886,47000,2350,49350,3.4,3735,US,72,8,20
Future Mentors,Punjab,Amritsar,2346,2181,28000,1400,29400,4.3,4913,US,52,6,42
Overseas Pathways,Bihar,Muzaffarpur,2681,2077,60000,3000,63000,4.3,907,Germany,31,11,58
Summit Solutions,Karnataka,Mangaluru,4756,4126,46000,2300,48300,3.3,3357,US,65,6,29
Elite Guidance Network,Uttar Pradesh,Prayagraj,2543,2112,69000,3450,72450,3.6,4997,US,51,30,19
Future Consultants,Punjab,Jalandhar,1051,828,38000,1900,39900,3.2,969,Germany,25,5,70
Study Consultants,Uttarakhand,Roorkee,2109,1640,12000,600,12600,4.1,305,Germany,30,11,59
Horizon Services,Delhi,Rohini,4805,3807,17000,850,17850,3.5,2813,Germany,16,15,69
Elite Education,Mizoram,Aizawl,2818,2515,66000,3300,69300,4.5,21,Germany,11,32,57
Premier Services,Jharkhand,Jamshedpur,886,699,46000,2300,48300,3.1,4069,Germany,9,13,78
Study Solutions India,Andhra Pradesh,Visakhapatnam,1402,1071,23000,1150,24150,4.5,3229,Germany,18,10,72
Elite Education,Bihar,Muzaffarpur,4403,2698,49000,2450,51450,4.9,4372,UK,10,49,41
Summit Ventures,Tamil Nadu,Chennai,4108,2882,34000,1700,35700,4.5,3559,Germany,39,5,56
Vision Education,Nagaland,Wokha,4686,3183,71000,3550,74550,4.3,3137,US,74,13,13
Elite Experts,Andhra Pradesh,Visakhapatnam,2509,2277,54000,2700,56700,4.7,4968,UK,8,46,46
Elite Solutions,Odisha,Berhampur,589,399,30000,1500,31500,3.8,3279,US,76,8,16
Global Advisors,Punjab,Amritsar,2963,2384,35000,1750,36750,3.8,3484,US,68,10,22
Overseas Consultants,Jammu and Kashmir,Kathua,2460,1645,11000,550,11550,3.3,723,Germany,28,7,65
Elite Guidance Network,Madhya Pradesh,Indore,1827,1510,73000,3650,76650,3.1,1085,Germany,5,32,63
Apex Services,Arunachal Pradesh,Bomdila,4371,3353,19000,950,19950,3.6,997,UK,9,74,17
Study Mentors,Maharashtra,Thane,1308,877,26000,1300,27300,4.3,4993,Germany,22,19,59
Overseas Group,Rajasthan,Bikaner,4225,2962,66000,3300,69300,3.4,2998,UK,22,68,10
Premier Services,Delhi,Saket,2158,1636,58000,2900,60900,3.9,2150,Germany,14,15,71
Path Solutions India,Tripura,Agartala,1180,795,34000,1700,35700,4.6,1465,Germany,12,34,54
Horizon Education,West Bengal,Asansol,2422,1494,14000,700,14700,4.4,252,Germany,13,36,51
Vision Consultants,Goa,South Goa,4042,3255,45000,2250,47250,3.1,4047,UK,24,70,6
Elite Ventures,Assam,Tezpur,2103,1696,33000,1650,34650,4.5,3679,Germany,33,21,46
Pinnacle Advisors,Goa,Margao,4106,3815,57000,2850,59850,3.8,2558,Germany,25,26,49
Vision Mentors Global,Telangana,Karimnagar,174,117,48000,2400,50400,4.1,96,Germany,11,14,75
Horizon Group,Jharkhand,Bokaro,3499,2113,24000,1200,25200,4.5,4266,Germany,14,6,80
Apex Solutions,Manipur,Churachandpur,177,149,36000,1800,37800,3.4,3129,US,65,16,19
Premier Pathways,Odisha,Rourkela,3498,2270,69000,3450,72450,3.3,2465,UK,23,60,17
Study Services,Jharkhand,Ranchi,4343,2719,46000,2300,48300,3.5,2820,Germany,8,21,71
Horizon Experts,Gujarat,Surat,4797,3368,72000,3600,75600,3.5,4332,Germany,10,16,74
Edu Guidance,Bihar,Darbhanga,1924,1257,11000,550,11550,4.6,1439,UK,16,79,5
Premier Services,Punjab,Jalandhar,1283,1089,40000,2000,42000,5,2050,US,76,12,12
Edu Advisors,Kerala,Kollam,2271,2033,43000,2150,45150,3.9,4996,UK,14,71,15
Future Ventures,Tamil Nadu,Vellore,1244,938,69000,3450,72450,4.3,3446,UK,29,59,12
Pinnacle Pathways,Gujarat,Jamnagar,2925,1811,70000,3500,73500,4.7,790,Germany,21,9,70
Future Solutions Network,Kerala,Kollam,853,605,29000,1450,30450,3.7,1956,Germany,34,8,58
Study Consultants,Kerala,Thiruvananthapuram,4507,3276,45000,2250,47250,3.1,4034,UK,24,60,16
Apex Services,Himachal Pradesh,Shimla,2536,1564,68000,3400,71400,3.9,2629,UK,19,61,20
Study Pathways,Rajasthan,Bikaner,4014,2957,71000,3550,74550,4,3231,Germany,35,20,45
Apex Consultants,Goa,Vasco da Gama,1675,1519,46000,2300,48300,4.9,3006,UK,27,59,14
Study Ventures,Jammu and Kashmir,Kathua,1719,1182,66000,3300,69300,4.1,2288,US,50,40,10
Overseas Ventures,Rajasthan,Jaipur,1699,1129,46000,2300,48300,4.1,2933,Germany,12,26,62
Future Education,Tamil Nadu,Chennai,2398,1448,30000,1500,31500,4.6,3620,US,73,18,9
Future Ventures,Himachal Pradesh,Mandi,1117,975,56000,2800,58800,3.1,4929,US,76,9,15
Overseas Guidance,Himachal Pradesh,Mandi,2126,1821,20000,1000,21000,4.7,2311,UK,17,74,9
Premier Consultants,Odisha,Cuttack,4909,3372,10000,500,10500,4.4,3456,US,69,11,20
Edu Advisors,Uttar Pradesh,Varanasi,4751,3939,39000,1950,40950,4.9,3632,US,65,16,19
Edu Solutions,Uttarakhand,Haldwani,1087,948,73000,3650,76650,3.6,3799,US,71,17,12
Elite Ventures,Odisha,Cuttack,1447,1346,65000,3250,68250,4.1,3358,UK,32,57,11
Vision Experts Network,Bihar,Bhagalpur,1106,705,16000,800,16800,4.8,4168,UK,15,62,23
Future Advisors,Andhra Pradesh,Kurnool,2669,2107,73000,3650,76650,3.6,855,US,60,18,22
Study Education,Odisha,Cuttack,3121,2809,44000,2200,46200,4.5,3072,UK,14,78,8
Pinnacle Advisors,Mizoram,Aizawl,2208,1628,15000,750,15750,4.1,2911,Germany,12,17,71
Pioneer Education,Gujarat,Gandhinagar,2404,1666,50000,2500,52500,3.3,2370,UK,29,50,21
Gateway Services,Bihar,Patna,979,743,30000,1500,31500,3,1587,Germany,15,25,60
Edu Group,Jammu and Kashmir,Anantnag,580,531,46000,2300,48300,3.1,4687,UK,5,61,34
Summit Mentors,Uttarakhand,Dehradun,4808,3139,49000,2450,51450,3.9,860,US,64,8,28
Elite Advisors,Rajasthan,Kota,174,155,47000,2350,49350,3,1468,US,54,8,38
Overseas Pathways International,Odisha,Bhubaneswar,2960,1890,56000,2800,58800,4.8,1298,UK,33,55,12
Future Group,Karnataka,Mysuru,3600,2459,20000,1000,21000,4.5,1561,UK,30,57,13
Future Pathways,Chhattisgarh,Raipur,3397,2663,56000,2800,58800,4.6,2846,US,69,6,25
Study Services,Bihar,Muzaffarpur,2404,2001,62000,3100,65100,4.6,1665,Germany,26,26,48
Edu Mentors,Sikkim,Gyalshing,2414,2242,33000,1650,34650,3.3,4554,US,45,42,13
Elite Consultants,Mizoram,Aizawl,1496,1260,71000,3550,74550,4.8,2482,Germany,37,12,51
Premier Consultants,Kerala,Kollam,1841,1415,12000,600,12600,4.9,1250,UK,35,53,12
Overseas Guidance,Andhra Pradesh,Kurnool,2811,2515,31000,1550,32550,3.6,1865,Germany,31,24,45
Vision Consultants,Gujarat,Surat,2410,2130,52000,2600,54600,3.8,1550,Germany,44,9,47
Premier Services Global,Kerala,Thrissur,4164,3150,37000,1850,38850,4.8,1755,UK,18,55,27
Vision Mentors,Andhra Pradesh,Guntur,343,286,12000,600,12600,4.5,4158,US,69,9,22
Gateway Consultants,Meghalaya,Jowai,3743,3096,64000,3200,67200,3.1,212,Germany,12,20,68
Vision Consultants,West Bengal,Siliguri,4883,4058,35000,1750,36750,3.9,73,Germany,25,11,64
Summit Consultants,Bihar,Patna,4090,3183,29000,1450,30450,3.7,4348,UK,11,77,12
Summit Advisors,Maharashtra,Nagpur,2494,1536,31000,1550,32550,4.6,575,UK,9,79,12
Global Guidance,Meghalaya,Tura,1920,1257,53000,2650,55650,4.1,1531,US,68,10,22
Global Advisors,Meghalaya,Nongpoh,2617,2031,75000,3750,78750,3.8,3335,Germany,9,17,74
Gateway Ventures,Odisha,Berhampur,634,451,67000,3350,70350,5,2718,US,75,14,11
Premier Ventures,Andhra Pradesh,Vijayawada,2438,2121,33000,1650,34650,4.3,4624,Germany,18,17,65
Gateway Education,Delhi,Saket,4439,3122,20000,1000,21000,3.1,2492,UK,10,79,11
Edu Consultants,Punjab,Jalandhar,3132,2960,58000,2900,60900,4.1,4643,UK,36,55,9
Overseas Group,Mizoram,Serchhip,1361,827,52000,2600,54600,3.4,1111,US,78,15,7
Study Mentors,Kerala,Kochi,2241,1726,65000,3250,68250,3.7,3673,UK,18,70,12
Elite Consultants,Bihar,Gaya,2073,1776,47000,2350,49350,4.5,1622,UK,16,73,11
Premier Ventures,Nagaland,Kohima,3483,2771,57000,2850,59850,3,3915,Germany,17,21,62
Study Pathways,Kerala,Thiruvananthapuram,2076,1603,32000,1600,33600,4.2,2738,US,61,25,14
Apex Experts,Chhattisgarh,Raipur,3492,2707,33000,1650,34650,3.6,3972,Germany,5,17,78
Path Advisors,Karnataka,Belagavi,1556,1115,73000,3650,76650,3.3,1381,Germany,28,7,65
Future Group International,Jammu and Kashmir,Jammu,1923,1595,20000,1000,21000,3.4,1745,Germany,12,8,80
Apex Experts,Andhra Pradesh,Visakhapatnam,1763,1488,16000,800,16800,4.5,1557,Germany,23,21,56
Study Experts,Punjab,Chandigarh,2182,2041,30000,1500,31500,4.3,4842,Germany,9,33,58
Apex Pathways International,Tamil Nadu,Coimbatore,1293,811,40000,2000,42000,3.9,1846,Germany,13,9,78
Vision Guidance,Tripura,Kailashahar,4222,2678,21000,1050,22050,5,4210,Germany,27,22,51
Premier Consultants,Odisha,Berhampur,3162,2831,44000,2200,46200,4.3,4059,Germany,19,12,69
Edu Services,Chhattisgarh,Bilaspur,3347,2255,65000,3250,68250,3.7,1064,US,58,14,28
Vision Consultants,Rajasthan,Kota,4220,3147,56000,2800,58800,4,3210,UK,15,74,11
Edu Education,Tamil Nadu,Salem,4875,2973,24000,1200,25200,3.4,1535,Germany,7,15,78
Premier Group,Punjab,Amritsar,1604,1235,28000,1400,29400,4,1101,US,80,14,6
Future Solutions Global,Odisha,Berhampur,4681,3279,15000,750,15750,4.6,3556,UK,11,75,14
Elite Pathways,Uttarakhand,Haridwar,2642,1893,28000,1400,29400,4.8,3568,US,80,15,5
Study Pathways,Manipur,Bishnupur,3523,2286,27000,1350,28350,3.5,4976,UK,8,78,14
Global Ventures,Punjab,Chandigarh,4800,3555,10000,500,10500,4.6,4914,UK,38,54,8
Horizon Advisors Network,Arunachal Pradesh,Ziro,4368,3198,19000,950,19950,4.4,551,Germany,17,22,61
Overseas Education,Mizoram,Lunglei,3309,2207,29000,1450,30450,3,2751,US,50,23,27
Elite Pathways India,Bihar,Muzaffarpur,2900,2473,29000,1450,30450,4,831,US,49,6,45
Pinnacle Education,Odisha,Bhubaneswar,1021,862,61000,3050,64050,3.8,2403,UK,5,53,42
Apex Ventures,Uttarakhand,Rishikesh,896,790,35000,1750,36750,3.8,4509,US,60,35,5
Pinnacle Guidance,West Bengal,Siliguri,100,69,71000,3550,74550,3.8,3741,UK,7,67,26
Elite Advisors India,Jammu and Kashmir,Srinagar,1386,970,41000,2050,43050,4.2,904,UK,36,59,5
Study Ventures India,Manipur,Thoubal,3073,2223,72000,3600,75600,4.6,893,UK,16,55,29
Future Education,Mizoram,Aizawl,3127,2331,29000,1450,30450,4.8,1765,UK,5,62,33
Gateway Group,Manipur,Ukhrul,1698,1471,12000,600,12600,3.1,3097,UK,21,55,24
Edu Advisors,Jharkhand,Jamshedpur,3866,2525,49000,2450,51450,3.7,4906,Germany,15,39,46
Future Mentors,Karnataka,Belagavi,3840,2821,43000,2150,45150,4.2,3598,UK,33,45,22
Pioneer Ventures,Jammu and Kashmir,Anantnag,4930,4526,30000,1500,31500,3.3,1910,US,51,24,25
Study Education,Meghalaya,Jowai,4170,3727,37000,1850,38850,4.7,3893,Germany,12,19,69
Global Advisors,Nagaland,Wokha,82,55,42000,2100,44100,3.7,866,Germany,25,12,63
Pioneer Solutions,Uttar Pradesh,Kanpur,60,37,57000,2850,59850,4,4198,UK,28,65,7
Future Mentors,Mizoram,Kolasib,4584,3062,59000,2950,61950,3.1,1437,Germany,8,14,78
Summit Education,Punjab,Jalandhar,3359,3149,10000,500,10500,3.9,3208,UK,8,77,15
Study Pathways Global,Meghalaya,Williamnagar,3011,1909,23000,1150,24150,3.5,4195,UK,32,63,5
Elite Ventures International,Arunachal Pradesh,Tawang,1094,939,13000,650,13650,4.6,2797,Germany,36,5,59
Vision Solutions India,Gujarat,Gandhinagar,1270,949,64000,3200,67200,4.1,4399,UK,25,69,6
Gateway Consultants,Punjab,Ludhiana,531,460,33000,1650,34650,3.6,1426,Germany,6,16,78
Overseas Group Network,Bihar,Bhagalpur,4400,4088,59000,2950,61950,3.7,4503,Germany,39,13,48
Edu Solutions,Uttarakhand,Rishikesh,1764,1138,39000,1950,40950,4.9,1547,US,45,16,39
Pinnacle Consultants,Goa,Vasco da Gama,264,204,11000,550,11550,3.8,340,US,78,10,12
Future Guidance,Rajasthan,Kota,2626,1840,74000,3700,77700,3.4,2096,UK,40,49,11
Edu Ventures,Maharashtra,Pune,170,110,37000,1850,38850,4.6,868,Germany,36,9,55
Overseas Education,Telangana,Warangal,3521,2874,11000,550,11550,3.2,1553,UK,25,52,23
Overseas Advisors,Andhra Pradesh,Tirupati,2535,1544,50000,2500,52500,3.9,4687,US,50,11,39
Pinnacle Group,Odisha,Sambalpur,262,181,20000,1000,21000,3.4,2853,US,48,18,34
Apex Group,Goa,Vasco da Gama,2995,2720,19000,950,19950,3.6,1023,US,68,26,6
Apex Experts,Uttarakhand,Haldwani,3171,2813,32000,1600,33600,3.6,1775,Germany,13,41,46
Apex Experts International,Mizoram,Aizawl,4929,4588,72000,3600,75600,5,1168,US,46,33,21
Gateway Services,Delhi,Connaught Place,1503,1115,34000,1700,35700,4.7,2371,Germany,39,7,54
Gateway Experts,Gujarat,Rajkot,709,603,43000,2150,45150,4.2,80,US,52,19,29
Summit Solutions India,Jharkhand,Deoghar,57,44,60000,3000,63000,4.2,4470,Germany,37,8,55
Elite Guidance,Kerala,Kochi,1755,1639,13000,650,13650,4.7,656,US,74,15,11
Study Mentors,Tripura,Ambassa,3480,2421,70000,3500,73500,4,2946,Germany,14,14,72
Elite Advisors,Punjab,Jalandhar,2522,2014,32000,1600,33600,4.9,1192,US,47,10,43
Gateway Ventures Global,Gujarat,Rajkot,3863,2605,30000,1500,31500,4.6,4698,Germany,29,11,60
Overseas Solutions,Bihar,Darbhanga,793,494,14000,700,14700,3.5,4782,UK,31,62,7
Global Services,Andhra Pradesh,Nellore,1714,1323,45000,2250,47250,3.9,4216,Germany,8,38,54
Pioneer Education International,Bihar,Muzaffarpur,4988,3025,50000,2500,52500,3.1,722,US,61,11,28
Vision Ventures,Kerala,Kochi,2815,1919,29000,1450,30450,3.9,1844,UK,19,45,36
Vision Services,Telangana,Karimnagar,375,331,69000,3450,72450,3.8,1274,Germany,5,16,79
Future Pathways,Manipur,Churachandpur,2852,2444,16000,800,16800,4.7,514,Germany,37,6,57
Premier Group,Andhra Pradesh,Guntur,1138,795,59000,2950,61950,4.7,1683,Germany,10,41,49
Elite Advisors India,Punjab,Patiala,1705,1443,24000,1200,25200,4.6,3843,UK,12,45,43
Path Services International,Arunachal Pradesh,Tawang,4720,2870,75000,3750,78750,4.1,4593,US,45,47,8
Path Pathways,Odisha,Sambalpur,3652,2218,55000,2750,57750,4.6,459,UK,9,54,37
Overseas Guidance,Odisha,Rourkela,2986,2423,68000,3400,71400,3.9,1261,UK,11,51,38
Future Guidance,Meghalaya,Williamnagar,4395,3877,58000,2900,60900,4.7,3832,Germany,36,13,51
Elite Advisors,Meghalaya,Jowai,3605,2405,73000,3650,76650,4.3,131,Germany,11,10,79
